sample	ID	type	field	Parcelle	local	quadrats	code	Espece	Abond.per
5535	9ABP	organic	9	P	Bh	Q7	9ABPorganic9Bh	Clinopodium vulgare	2
2016	3ABP	organic	3	P	Bsh	Q2	3ABPorganic3Bsh	Clinopodium vulgare	1
642	5ABP	organic	5	P	Bsh	Q1	5ABPorganic5Bsh	Clinopodium vulgare	5
2793	9ABP	organic	9	P	Bsh	Q3	9ABPorganic9Bsh	Clinopodium vulgare	2
5308	15AC	conventional	15	P	Bh	Q7	15ACconventional15Bh	Conopodium majus	2
252	1AC	conventional	1	P	Bh	Q1	1ACconventional1Bh	Conopodium majus	2
1663	1AC	conventional	1	P	Bh	Q2	1ACconventional1Bh	Conopodium majus	1
3034	1AC	conventional	1	P	Bh	Q4	1ACconventional1Bh	Conopodium majus	2
6460	1AC	conventional	1	P	Bh	Q9	1ACconventional1Bh	Conopodium majus	1
5309	15AC	conventional	15	P	Bsh	Q7	15ACconventional15Bsh	Conopodium majus	1
1187	18AC	conventional	18	P	Bsh	Q10	18ACconventional18Bsh	Conopodium majus	2
4676	18AC	conventional	18	P	Bsh	Q6	18ACconventional18Bsh	Conopodium majus	2
5338	18AC	conventional	18	P	Bsh	Q7	18ACconventional18Bsh	Conopodium majus	2
6008	18AC	conventional	18	P	Bsh	Q8	18ACconventional18Bsh	Conopodium majus	3
4446	1AC	conventional	1	P	Bsh	Q6	1ACconventional1Bsh	Conopodium majus	1
6461	1AC	conventional	1	P	Bsh	Q9	1ACconventional1Bsh	Conopodium majus	1
1227	22AC	conventional	22	P	Bsh	Q10	22ACconventional22Bsh	Conopodium majus	1
5061	19ABP	organic	19	P	Bh	Q6	19ABPorganic19Bh	Conopodium majus	1
5713	19ABP	organic	19	P	Bh	Q7	19ABPorganic19Bh	Conopodium majus	2
4621	13AC	conventional	13	P	Bh	Q6	13ACconventional13Bh	Convolvulus arvensis	0.5
5285	13AC	conventional	13	P	Bh	Q7	13ACconventional13Bh	Convolvulus arvensis	3
253	1AC	conventional	1	P	Bh	Q1	1ACconventional1Bh	Convolvulus arvensis	2
3213	13AC	conventional	13	P	Bsh	Q4	13ACconventional13Bsh	Convolvulus arvensis	5
4622	13AC	conventional	13	P	Bsh	Q6	13ACconventional13Bsh	Convolvulus arvensis	2
5948	13AC	conventional	13	P	Bsh	Q8	13ACconventional13Bsh	Convolvulus arvensis	2
6638	13AC	conventional	13	P	Bsh	Q9	13ACconventional13Bsh	Convolvulus arvensis	5
3035	1AC	conventional	1	P	Bsh	Q4	1ACconventional1Bsh	Convolvulus arvensis	1
277	2AC	conventional	2	P	Bsh	Q1	2ACconventional2Bsh	Convolvulus arvensis	35
2371	2AC	conventional	2	P	Bsh	Q3	2ACconventional2Bsh	Convolvulus arvensis	3
4519	5AC	conventional	5	P	Bsh	Q6	5ACconventional5Bsh	Convolvulus arvensis	2
5853	5AC	conventional	5	P	Bsh	Q8	5ACconventional5Bsh	Convolvulus arvensis	3
1472	13ABP	organic	13	P	Bh	Q10	13ABPorganic13Bh	Convolvulus arvensis	2
5398	1ABP	organic	1	P	Bh	Q7	1ABPorganic1Bh	Convolvulus arvensis	1
6072	1ABP	organic	1	P	Bh	Q8	1ABPorganic1Bh	Convolvulus arvensis	4
6770	1ABP	organic	1	P	Bh	Q9	1ABPorganic1Bh	Convolvulus arvensis	1
583	2ABP	organic	2	P	Bh	Q1	2ABPorganic2Bh	Convolvulus arvensis	1
2096	8ABP	organic	8	P	Bh	Q2	8ABPorganic8Bh	Convolvulus arvensis	1
6200	8ABP	organic	8	P	Bh	Q8	8ABPorganic8Bh	Convolvulus arvensis	1
6888	8ABP	organic	8	P	Bh	Q9	8ABPorganic8Bh	Convolvulus arvensis	2
2137	10ABM	organic	10	M	Bsh	Q2	10ABMorganic10Bsh	Convolvulus arvensis	2
2821	10ABM	organic	10	M	Bsh	Q3	10ABMorganic10Bsh	Convolvulus arvensis	5
3508	10ABM	organic	10	M	Bsh	Q4	10ABMorganic10Bsh	Convolvulus arvensis	80
4206	10ABM	organic	10	M	Bsh	Q5	10ABMorganic10Bsh	Convolvulus arvensis	2
4936	13ABP	organic	13	P	Bsh	Q6	13ABPorganic13Bsh	Convolvulus arvensis	1
864	18ABP	organic	18	P	Bsh	Q1	18ABPorganic18Bsh	Convolvulus arvensis	2
2269	18ABP	organic	18	P	Bsh	Q2	18ABPorganic18Bsh	Convolvulus arvensis	5
2957	18ABP	organic	18	P	Bsh	Q3	18ABPorganic18Bsh	Convolvulus arvensis	10
4367	18ABP	organic	18	P	Bsh	Q5	18ABPorganic18Bsh	Convolvulus arvensis	2
5697	18ABP	organic	18	P	Bsh	Q7	18ABPorganic18Bsh	Convolvulus arvensis	3
6366	18ABP	organic	18	P	Bsh	Q8	18ABPorganic18Bsh	Convolvulus arvensis	2
2310	21ABP	organic	21	P	Bsh	Q2	21ABPorganic21Bsh	Convolvulus arvensis	30
2994	21ABP	organic	21	P	Bsh	Q3	21ABPorganic21Bsh	Convolvulus arvensis	3
3699	21ABP	organic	21	P	Bsh	Q4	21ABPorganic21Bsh	Convolvulus arvensis	3
4405	21ABP	organic	21	P	Bsh	Q5	21ABPorganic21Bsh	Convolvulus arvensis	10
5084	21ABP	organic	21	P	Bsh	Q6	21ABPorganic21Bsh	Convolvulus arvensis	10
5743	21ABP	organic	21	P	Bsh	Q7	21ABPorganic21Bsh	Convolvulus arvensis	10
6416	21ABP	organic	21	P	Bsh	Q8	21ABPorganic21Bsh	Convolvulus arvensis	3
7117	21ABP	organic	21	P	Bsh	Q9	21ABPorganic21Bsh	Convolvulus arvensis	3
6156	5ABP	organic	5	P	Bsh	Q8	5ABPorganic5Bsh	Convolvulus arvensis	10
6850	5ABP	organic	5	P	Bsh	Q9	5ABPorganic5Bsh	Convolvulus arvensis	5
1348	6ABP	organic	6	P	Bsh	Q10	6ABPorganic6Bsh	Convolvulus arvensis	5
690	9ABP	organic	9	P	Bsh	Q1	9ABPorganic9Bsh	Convolvulus arvensis	10
1386	9ABP	organic	9	P	Bsh	Q10	9ABPorganic9Bsh	Convolvulus arvensis	7
2111	9ABP	organic	9	P	Bsh	Q2	9ABPorganic9Bsh	Convolvulus arvensis	20
2794	9ABP	organic	9	P	Bsh	Q3	9ABPorganic9Bsh	Convolvulus arvensis	5
3489	9ABP	organic	9	P	Bsh	Q4	9ABPorganic9Bsh	Convolvulus arvensis	10
4177	9ABP	organic	9	P	Bsh	Q5	9ABPorganic9Bsh	Convolvulus arvensis	5
4868	9ABP	organic	9	P	Bsh	Q6	9ABPorganic9Bsh	Convolvulus arvensis	10
5536	9ABP	organic	9	P	Bsh	Q7	9ABPorganic9Bsh	Convolvulus arvensis	20
6215	9ABP	organic	9	P	Bsh	Q8	9ABPorganic9Bsh	Convolvulus arvensis	10
6903	9ABP	organic	9	P	Bsh	Q9	9ABPorganic9Bsh	Convolvulus arvensis	5
150	14AC	conventional	14	P	Bh	ARBU	14ACconventional14Bh	Cornus sanguinea	70
3922	14AC	conventional	14	P	Bh	Q5	14ACconventional14Bh	Cornus sanguinea	3
5296	14AC	conventional	14	P	Bh	Q7	14ACconventional14Bh	Cornus sanguinea	3
3959	17AC	conventional	17	P	Bh	Q5	17ACconventional17Bh	Cornus sanguinea	5
171	21AC	conventional	21	P	Bh	ARBU	21ACconventional21Bh	Cornus sanguinea	10
103	2AC	conventional	2	P	Bh	ARBU	2ACconventional2Bh	Cornus sanguinea	10
3052	2AC	conventional	2	P	Bh	Q4	2ACconventional2Bh	Cornus sanguinea	5
3770	3AC	conventional	3	P	Bsh	Q5	3ACconventional3Bsh	Cornus sanguinea	3
211	10ABM	organic	10	M	Bh	ARBU	10ABMorganic10Bh	Cornus sanguinea	10
217	15ABM1	organic	15	M	Bh	ARBU	15ABM1organic15Bh	Cornus sanguinea	5
7030	15ABM1	organic	15	M	Bh	Q9	15ABM1organic15Bh	Cornus sanguinea	20
6115	3ABP	organic	3	P	Bh	Q8	3ABPorganic3Bh	Cornus sanguinea	2
6804	3ABP	organic	3	P	Bh	Q9	3ABPorganic3Bh	Cornus sanguinea	15
190	4ABP	organic	4	P	Bh	ARBU	4ABPorganic4Bh	Cornus sanguinea	5
135	10AC	conventional	10	P	Bh	ARBU	10ACconventional10Bh	Corylus avellana	20
142	11AC	conventional	11	P	Bh	ARBU	11ACconventional11Bh	Corylus avellana	10
148	12AC	conventional	12	P	Bh	ARBU	12ACconventional12Bh	Corylus avellana	5
28	14AC	conventional	14	P	Bh	ARBO	14ACconventional14Bh	Corylus avellana	25
151	14AC	conventional	14	P	Bh	ARBU	14ACconventional14Bh	Corylus avellana	30
155	16AC	conventional	16	P	Bh	ARBU	16ACconventional16Bh	Corylus avellana	65
3944	16AC	conventional	16	P	Bh	Q5	16ACconventional16Bh	Corylus avellana	5
4660	16AC	conventional	16	P	Bh	Q6	16ACconventional16Bh	Corylus avellana	5
158	17AC	conventional	17	P	Bh	ARBU	17ACconventional17Bh	Corylus avellana	5
172	21AC	conventional	21	P	Bh	ARBU	21ACconventional21Bh	Corylus avellana	50
104	2AC	conventional	2	P	Bh	ARBU	2ACconventional2Bh	Corylus avellana	10
109	3AC	conventional	3	P	Bh	ARBU	3ACconventional3Bh	Corylus avellana	70
115	4AC	conventional	4	P	Bh	ARBU	4ACconventional4Bh	Corylus avellana	20
119	5AC	conventional	5	P	Bh	ARBU	5ACconventional5Bh	Corylus avellana	10
4578	10AC	conventional	10	P	Bsh	Q6	10ACconventional10Bsh	Corylus avellana	25
6591	10AC	conventional	10	P	Bsh	Q9	10ACconventional10Bsh	Corylus avellana	10
218	15ABM1	organic	15	M	Bh	ARBU	15ABM1organic15Bh	Corylus avellana	5
228	17ABP	organic	17	P	Bh	ARBU	17ABPorganic17Bh	Corylus avellana	10
45	1ABP	organic	1	P	Bh	ARBO	1ABPorganic1Bh	Corylus avellana	5
177	1ABP	organic	1	P	Bh	ARBU	1ABPorganic1Bh	Corylus avellana	2
54	5ABP	organic	5	P	Bh	ARBO	5ABPorganic5Bh	Corylus avellana	10
198	7ABP	organic	7	P	Bh	ARBU	7ABPorganic7Bh	Corylus avellana	10
204	8ABP	organic	8	P	Bh	ARBU	8ABPorganic8Bh	Corylus avellana	5
1361	7ABP	organic	7	P	Bsh	Q10	7ABPorganic7Bsh	Corylus avellana	2
2528	13AC	conventional	13	P	Bsh	Q3	13ACconventional13Bsh	Crataegus laevigata	3
173	21AC	conventional	21	P	Bh	ARBU	21ACconventional21Bh	Crataegus monogyna	5
6732	21AC	conventional	21	P	Bh	Q9	21ACconventional21Bh	Crataegus monogyna	3
105	2AC	conventional	2	P	Bh	ARBU	2ACconventional2Bh	Crataegus monogyna	5
72	14ABP	organic	14	P	Bh	ARBO	14ABPorganic14Bh	Crataegus monogyna	10
2194	14ABP	organic	14	P	Bh	Q2	14ABPorganic14Bh	Crataegus monogyna	5
3572	14ABP	organic	14	P	Bh	Q4	14ABPorganic14Bh	Crataegus monogyna	10
223	16ABM	organic	16	M	Bh	ARBU	16ABMorganic16Bh	Crataegus monogyna	5
235	19ABP	organic	19	P	Bh	ARBU	19ABPorganic19Bh	Crataegus monogyna	10
879	19ABP	organic	19	P	Bh	Q1	19ABPorganic19Bh	Crataegus monogyna	2
241	21ABP	organic	21	P	Bh	ARBU	21ABPorganic21Bh	Crataegus monogyna	5
182	3ABP	organic	3	P	Bh	ARBU	3ABPorganic3Bh	Crataegus monogyna	10
4782	3ABP	organic	3	P	Bh	Q6	3ABPorganic3Bh	Crataegus monogyna	5
199	7ABP	organic	7	P	Bh	ARBU	7ABPorganic7Bh	Crataegus monogyna	5
987	3AC	conventional	3	P	Bsh	Q10	3ACconventional3Bsh	Crepis capillaris	1
5824	3AC	conventional	3	P	Bsh	Q8	3ACconventional3Bsh	Crepis capillaris	2
1072	9AC	conventional	9	P	Bsh	Q10	9ACconventional9Bsh	Crepis capillaris	3
4368	18ABP	organic	18	P	Bh	Q5	18ABPorganic18Bh	Crepis capillaris	1
7088	19ABP	organic	19	P	Bh	Q9	19ABPorganic19Bh	Crepis capillaris	2
3365	2ABP	organic	2	P	Bh	Q4	2ABPorganic2Bh	Crepis capillaris	0.5
2018	3ABP	organic	3	P	Bh	Q2	3ABPorganic3Bh	Crepis capillaris	2
3398	3ABP	organic	3	P	Bh	Q4	3ABPorganic3Bh	Crepis capillaris	7
4081	3ABP	organic	3	P	Bh	Q5	3ABPorganic3Bh	Crepis capillaris	2
4783	3ABP	organic	3	P	Bh	Q6	3ABPorganic3Bh	Crepis capillaris	2
6387	19ABP	organic	19	P	Bsh	Q8	19ABPorganic19Bsh	Crepis capillaris	2
584	2ABP	organic	2	P	Bsh	Q1	2ABPorganic2Bsh	Crepis capillaris	1
4051	2ABP	organic	2	P	Bsh	Q5	2ABPorganic2Bsh	Crepis capillaris	2
607	3ABP	organic	3	P	Bsh	Q1	3ABPorganic3Bsh	Crepis capillaris	2
1283	3ABP	organic	3	P	Bsh	Q10	3ABPorganic3Bsh	Crepis capillaris	2
2017	3ABP	organic	3	P	Bsh	Q2	3ABPorganic3Bsh	Crepis capillaris	3
2702	3ABP	organic	3	P	Bsh	Q3	3ABPorganic3Bsh	Crepis capillaris	2
3397	3ABP	organic	3	P	Bsh	Q4	3ABPorganic3Bsh	Crepis capillaris	2
1387	9ABP	organic	9	P	Bsh	Q10	9ABPorganic9Bsh	Crepis capillaris	3
2112	9ABP	organic	9	P	Bsh	Q2	9ABPorganic9Bsh	Crepis capillaris	2
3490	9ABP	organic	9	P	Bsh	Q4	9ABPorganic9Bsh	Crepis capillaris	5
4178	9ABP	organic	9	P	Bsh	Q5	9ABPorganic9Bsh	Crepis capillaris	3
4869	9ABP	organic	9	P	Bsh	Q6	9ABPorganic9Bsh	Crepis capillaris	3
6216	9ABP	organic	9	P	Bsh	Q8	9ABPorganic9Bsh	Crepis capillaris	5
3865	10AC	conventional	10	P	Bsh	Q5	10ACconventional10Bsh	Crepis setosa	2
6592	10AC	conventional	10	P	Bsh	Q9	10ACconventional10Bsh	Crepis setosa	2
4602	11AC	conventional	11	P	Bsh	Q6	11ACconventional11Bsh	Crepis setosa	7
1201	19AC	conventional	19	P	Bsh	Q10	19ACconventional19Bsh	Crepis setosa	2
716	10ABM	organic	10	M	Bh	Q1	10ABMorganic10Bh	Crepis setosa	5
6929	10ABM	organic	10	M	Bh	Q9	10ABMorganic10Bh	Crepis setosa	5
749	12ABP	organic	12	P	Bh	Q1	12ABPorganic12Bh	Crepis setosa	2
2165	12ABP	organic	12	P	Bh	Q2	12ABPorganic12Bh	Crepis setosa	2
2855	12ABP	organic	12	P	Bh	Q3	12ABPorganic12Bh	Crepis setosa	2
799	15ABM1	organic	15	M	Bh	Q1	15ABM1organic15Bh	Crepis setosa	3
3594	15ABM1	organic	15	M	Bh	Q4	15ABM1organic15Bh	Crepis setosa	5
4986	15ABM1	organic	15	M	Bh	Q6	15ABM1organic15Bh	Crepis setosa	3
1569	18ABP	organic	18	P	Bh	Q10	18ABPorganic18Bh	Crepis setosa	2
2270	18ABP	organic	18	P	Bh	Q2	18ABPorganic18Bh	Crepis setosa	2
2958	18ABP	organic	18	P	Bh	Q3	18ABPorganic18Bh	Crepis setosa	10
3653	18ABP	organic	18	P	Bh	Q4	18ABPorganic18Bh	Crepis setosa	7
4370	18ABP	organic	18	P	Bh	Q5	18ABPorganic18Bh	Crepis setosa	2
880	19ABP	organic	19	P	Bh	Q1	19ABPorganic19Bh	Crepis setosa	2
2287	19ABP	organic	19	P	Bh	Q2	19ABPorganic19Bh	Crepis setosa	2
3668	19ABP	organic	19	P	Bh	Q4	19ABPorganic19Bh	Crepis setosa	2
5442	3ABP	organic	3	P	Bh	Q7	3ABPorganic3Bh	Crepis setosa	7
4911	11ABM	organic	11	M	Bsh	Q6	11ABMorganic11Bsh	Crepis setosa	2
6946	11ABM	organic	11	M	Bsh	Q9	11ABMorganic11Bsh	Crepis setosa	3
3539	12ABP	organic	12	P	Bsh	Q4	12ABPorganic12Bsh	Crepis setosa	1
6960	12ABP	organic	12	P	Bsh	Q9	12ABPorganic12Bsh	Crepis setosa	1
865	18ABP	organic	18	P	Bsh	Q1	18ABPorganic18Bsh	Crepis setosa	5
4369	18ABP	organic	18	P	Bsh	Q5	18ABPorganic18Bsh	Crepis setosa	7
5698	18ABP	organic	18	P	Bsh	Q7	18ABPorganic18Bsh	Crepis setosa	5
7072	18ABP	organic	18	P	Bsh	Q9	18ABPorganic18Bsh	Crepis setosa	2
1589	19ABP	organic	19	P	Bsh	Q10	19ABPorganic19Bsh	Crepis setosa	3
626	4ABP	organic	4	P	Bsh	Q1	4ABPorganic4Bsh	Crepis setosa	3
662	7ABP	organic	7	P	Bsh	Q1	7ABPorganic7Bsh	Crepis setosa	10
445	14AC	conventional	14	P	Bsh	Q1	14ACconventional14Bsh	Cruciata laevipes	1
1154	15AC	conventional	15	P	Bsh	Q10	15ACconventional15Bsh	Cruciata laevipes	50
734	11ABM	organic	11	M	Bh	Q1	11ABMorganic11Bh	Cruciata laevipes	2
1429	11ABM	organic	11	M	Bh	Q10	11ABMorganic11Bh	Cruciata laevipes	2
2151	11ABM	organic	11	M	Bh	Q2	11ABMorganic11Bh	Cruciata laevipes	2
6947	11ABM	organic	11	M	Bh	Q9	11ABMorganic11Bh	Cruciata laevipes	2
845	17ABP	organic	17	P	Bh	Q1	17ABPorganic17Bh	Cruciata laevipes	2
5604	13ABP	organic	13	P	Bsh	Q7	13ABPorganic13Bsh	Cruciata laevipes	1
6984	13ABP	organic	13	P	Bsh	Q9	13ABPorganic13Bsh	Cruciata laevipes	2
4277	14ABP	organic	14	P	Bsh	Q5	14ABPorganic14Bsh	Cruciata laevipes	1
4345	17ABP	organic	17	P	Bsh	Q5	17ABPorganic17Bsh	Cruciata laevipes	3
5027	17ABP	organic	17	P	Bsh	Q6	17ABPorganic17Bsh	Cruciata laevipes	2
5678	17ABP	organic	17	P	Bsh	Q7	17ABPorganic17Bsh	Cruciata laevipes	2
3866	10AC	conventional	10	P	Bh	Q5	10ACconventional10Bh	Cytisus scoparius	20
5993	17AC	conventional	17	P	Bh	Q8	17ACconventional17Bh	Cytisus scoparius	10
162	18AC	conventional	18	P	Bh	ARBU	18ACconventional18Bh	Cytisus scoparius	10
3280	18AC	conventional	18	P	Bh	Q4	18ACconventional18Bh	Cytisus scoparius	90
6009	18AC	conventional	18	P	Bh	Q8	18ACconventional18Bh	Cytisus scoparius	10
6702	18AC	conventional	18	P	Bh	Q9	18ACconventional18Bh	Cytisus scoparius	5
4479	3AC	conventional	3	P	Bsh	Q6	3ACconventional3Bsh	Cytisus scoparius	2
212	10ABM	organic	10	M	Bh	ARBU	10ABMorganic10Bh	Cytisus scoparius	10
4897	10ABM	organic	10	M	Bh	Q6	10ABMorganic10Bh	Cytisus scoparius	20
215	12ABP	organic	12	P	Bh	ARBU	12ABPorganic12Bh	Cytisus scoparius	5
750	12ABP	organic	12	P	Bh	Q1	12ABPorganic12Bh	Cytisus scoparius	50
1446	12ABP	organic	12	P	Bh	Q10	12ABPorganic12Bh	Cytisus scoparius	5
2856	12ABP	organic	12	P	Bh	Q3	12ABPorganic12Bh	Cytisus scoparius	7
3540	12ABP	organic	12	P	Bh	Q4	12ABPorganic12Bh	Cytisus scoparius	3
6961	12ABP	organic	12	P	Bh	Q9	12ABPorganic12Bh	Cytisus scoparius	2
231	18ABP	organic	18	P	Bh	ARBU	18ABPorganic18Bh	Cytisus scoparius	20
2959	18ABP	organic	18	P	Bh	Q3	18ABPorganic18Bh	Cytisus scoparius	20
4371	18ABP	organic	18	P	Bh	Q5	18ABPorganic18Bh	Cytisus scoparius	5
5046	18ABP	organic	18	P	Bh	Q6	18ABPorganic18Bh	Cytisus scoparius	30
3337	1ABP	organic	1	P	Bh	Q4	1ABPorganic1Bh	Cytisus scoparius	2
2019	3ABP	organic	3	P	Bh	Q2	3ABPorganic3Bh	Cytisus scoparius	1
4243	12ABP	organic	12	P	Bsh	Q5	12ABPorganic12Bsh	Cytisus scoparius	5
5589	12ABP	organic	12	P	Bsh	Q7	12ABPorganic12Bsh	Cytisus scoparius	3
387	10AC	conventional	10	P	Bh	Q1	10ACconventional10Bh	Dactylis glomerata	50
1095	10AC	conventional	10	P	Bh	Q10	10ACconventional10Bh	Dactylis glomerata	25
1796	10AC	conventional	10	P	Bh	Q2	10ACconventional10Bh	Dactylis glomerata	80
2491	10AC	conventional	10	P	Bh	Q3	10ACconventional10Bh	Dactylis glomerata	15
3170	10AC	conventional	10	P	Bh	Q4	10ACconventional10Bh	Dactylis glomerata	35
3867	10AC	conventional	10	P	Bh	Q5	10ACconventional10Bh	Dactylis glomerata	15
4579	10AC	conventional	10	P	Bh	Q6	10ACconventional10Bh	Dactylis glomerata	20
5246	10AC	conventional	10	P	Bh	Q7	10ACconventional10Bh	Dactylis glomerata	30
5919	10AC	conventional	10	P	Bh	Q8	10ACconventional10Bh	Dactylis glomerata	5
6593	10AC	conventional	10	P	Bh	Q9	10ACconventional10Bh	Dactylis glomerata	25
3189	11AC	conventional	11	P	Bh	Q4	11ACconventional11Bh	Dactylis glomerata	10
3886	11AC	conventional	11	P	Bh	Q5	11ACconventional11Bh	Dactylis glomerata	5
2517	12AC	conventional	12	P	Bh	Q3	12ACconventional12Bh	Dactylis glomerata	20
5273	12AC	conventional	12	P	Bh	Q7	12ACconventional12Bh	Dactylis glomerata	3
5938	12AC	conventional	12	P	Bh	Q8	12ACconventional12Bh	Dactylis glomerata	20
427	13AC	conventional	13	P	Bh	Q1	13ACconventional13Bh	Dactylis glomerata	2
1134	13AC	conventional	13	P	Bh	Q10	13ACconventional13Bh	Dactylis glomerata	5
1836	13AC	conventional	13	P	Bh	Q2	13ACconventional13Bh	Dactylis glomerata	5
2529	13AC	conventional	13	P	Bh	Q3	13ACconventional13Bh	Dactylis glomerata	5
3909	13AC	conventional	13	P	Bh	Q5	13ACconventional13Bh	Dactylis glomerata	30
4623	13AC	conventional	13	P	Bh	Q6	13ACconventional13Bh	Dactylis glomerata	15
5286	13AC	conventional	13	P	Bh	Q7	13ACconventional13Bh	Dactylis glomerata	5
5949	13AC	conventional	13	P	Bh	Q8	13ACconventional13Bh	Dactylis glomerata	5
446	14AC	conventional	14	P	Bh	Q1	14ACconventional14Bh	Dactylis glomerata	2
2548	14AC	conventional	14	P	Bh	Q3	14ACconventional14Bh	Dactylis glomerata	5
3231	14AC	conventional	14	P	Bh	Q4	14ACconventional14Bh	Dactylis glomerata	20
3923	14AC	conventional	14	P	Bh	Q5	14ACconventional14Bh	Dactylis glomerata	10
5963	14AC	conventional	14	P	Bh	Q8	14ACconventional14Bh	Dactylis glomerata	30
6649	14AC	conventional	14	P	Bh	Q9	14ACconventional14Bh	Dactylis glomerata	25
459	15AC	conventional	15	P	Bh	Q1	15ACconventional15Bh	Dactylis glomerata	10
1155	15AC	conventional	15	P	Bh	Q10	15ACconventional15Bh	Dactylis glomerata	80
1862	15AC	conventional	15	P	Bh	Q2	15ACconventional15Bh	Dactylis glomerata	100
2562	15AC	conventional	15	P	Bh	Q3	15ACconventional15Bh	Dactylis glomerata	55
3935	15AC	conventional	15	P	Bh	Q5	15ACconventional15Bh	Dactylis glomerata	50
4649	15AC	conventional	15	P	Bh	Q6	15ACconventional15Bh	Dactylis glomerata	20
5310	15AC	conventional	15	P	Bh	Q7	15ACconventional15Bh	Dactylis glomerata	20
5975	15AC	conventional	15	P	Bh	Q8	15ACconventional15Bh	Dactylis glomerata	20
6661	15AC	conventional	15	P	Bh	Q9	15ACconventional15Bh	Dactylis glomerata	75
471	16AC	conventional	16	P	Bh	Q1	16ACconventional16Bh	Dactylis glomerata	3
1871	16AC	conventional	16	P	Bh	Q2	16ACconventional16Bh	Dactylis glomerata	5
2574	16AC	conventional	16	P	Bh	Q3	16ACconventional16Bh	Dactylis glomerata	5
3945	16AC	conventional	16	P	Bh	Q5	16ACconventional16Bh	Dactylis glomerata	25
5322	16AC	conventional	16	P	Bh	Q7	16ACconventional16Bh	Dactylis glomerata	10
5984	16AC	conventional	16	P	Bh	Q8	16ACconventional16Bh	Dactylis glomerata	3
6675	16AC	conventional	16	P	Bh	Q9	16ACconventional16Bh	Dactylis glomerata	25
1179	17AC	conventional	17	P	Bh	Q10	17ACconventional17Bh	Dactylis glomerata	3
1881	17AC	conventional	17	P	Bh	Q2	17ACconventional17Bh	Dactylis glomerata	5
2586	17AC	conventional	17	P	Bh	Q3	17ACconventional17Bh	Dactylis glomerata	10
3960	17AC	conventional	17	P	Bh	Q5	17ACconventional17Bh	Dactylis glomerata	5
5994	17AC	conventional	17	P	Bh	Q8	17ACconventional17Bh	Dactylis glomerata	10
1188	18AC	conventional	18	P	Bh	Q10	18ACconventional18Bh	Dactylis glomerata	25
1897	18AC	conventional	18	P	Bh	Q2	18ACconventional18Bh	Dactylis glomerata	5
3281	18AC	conventional	18	P	Bh	Q4	18ACconventional18Bh	Dactylis glomerata	5
5339	18AC	conventional	18	P	Bh	Q7	18ACconventional18Bh	Dactylis glomerata	10
6010	18AC	conventional	18	P	Bh	Q8	18ACconventional18Bh	Dactylis glomerata	20
6703	18AC	conventional	18	P	Bh	Q9	18ACconventional18Bh	Dactylis glomerata	7
514	19AC	conventional	19	P	Bh	Q1	19ACconventional19Bh	Dactylis glomerata	50
1202	19AC	conventional	19	P	Bh	Q10	19ACconventional19Bh	Dactylis glomerata	50
1919	19AC	conventional	19	P	Bh	Q2	19ACconventional19Bh	Dactylis glomerata	30
5351	19AC	conventional	19	P	Bh	Q7	19ACconventional19Bh	Dactylis glomerata	10
6022	19AC	conventional	19	P	Bh	Q8	19ACconventional19Bh	Dactylis glomerata	50
6716	19AC	conventional	19	P	Bh	Q9	19ACconventional19Bh	Dactylis glomerata	10
254	1AC	conventional	1	P	Bh	Q1	1ACconventional1Bh	Dactylis glomerata	10
947	1AC	conventional	1	P	Bh	Q10	1ACconventional1Bh	Dactylis glomerata	45
1664	1AC	conventional	1	P	Bh	Q2	1ACconventional1Bh	Dactylis glomerata	10
3036	1AC	conventional	1	P	Bh	Q4	1ACconventional1Bh	Dactylis glomerata	20
3733	1AC	conventional	1	P	Bh	Q5	1ACconventional1Bh	Dactylis glomerata	5
4447	1AC	conventional	1	P	Bh	Q6	1ACconventional1Bh	Dactylis glomerata	10
5124	1AC	conventional	1	P	Bh	Q7	1ACconventional1Bh	Dactylis glomerata	10
5785	1AC	conventional	1	P	Bh	Q8	1ACconventional1Bh	Dactylis glomerata	30
529	21AC	conventional	21	P	Bh	Q1	21ACconventional21Bh	Dactylis glomerata	30
1216	21AC	conventional	21	P	Bh	Q10	21ACconventional21Bh	Dactylis glomerata	60
1933	21AC	conventional	21	P	Bh	Q2	21ACconventional21Bh	Dactylis glomerata	70
2627	21AC	conventional	21	P	Bh	Q3	21ACconventional21Bh	Dactylis glomerata	70
3303	21AC	conventional	21	P	Bh	Q4	21ACconventional21Bh	Dactylis glomerata	20
4001	21AC	conventional	21	P	Bh	Q5	21ACconventional21Bh	Dactylis glomerata	20
4704	21AC	conventional	21	P	Bh	Q6	21ACconventional21Bh	Dactylis glomerata	50
5366	21AC	conventional	21	P	Bh	Q7	21ACconventional21Bh	Dactylis glomerata	30
6038	21AC	conventional	21	P	Bh	Q8	21ACconventional21Bh	Dactylis glomerata	40
6734	21AC	conventional	21	P	Bh	Q9	21ACconventional21Bh	Dactylis glomerata	25
1228	22AC	conventional	22	P	Bh	Q10	22ACconventional22Bh	Dactylis glomerata	2
2641	22AC	conventional	22	P	Bh	Q3	22ACconventional22Bh	Dactylis glomerata	5
3319	22AC	conventional	22	P	Bh	Q4	22ACconventional22Bh	Dactylis glomerata	80
