code	observations	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Cluster_32	Cluster_33	Cluster_34	Cluster_35	Cluster_36	Cluster_37	Cluster_38	Cluster_39	Cluster_40	Cluster_41	Cluster_43	Cluster_44	Cluster_45	Cluster_46	Cluster_47	Cluster_48	Cluster_49	Cluster_50	Cluster_51	Cluster_52	Cluster_53	Cluster_54	Cluster_55	Cluster_56	Cluster_57	Cluster_59	Cluster_61	Cluster_62	Cluster_63	Cluster_64	Cluster_65	Cluster_66	Cluster_67	Cluster_68	Cluster_69	Cluster_70	Cluster_71	Cluster_72	Cluster_74	Cluster_75	Cluster_77	Cluster_78	Cluster_79	Cluster_80	Cluster_81	Cluster_82	Cluster_83	Cluster_84	Cluster_85	Cluster_86	Cluster_87	Cluster_88	Cluster_90	Cluster_91	Cluster_92	Cluster_93	Cluster_96	Cluster_97	Cluster_98	Cluster_99	Cluster_101	Cluster_103	Cluster_105	Cluster_106	Cluster_107	Cluster_108	Cluster_109	Cluster_110	Cluster_112	Cluster_113	Cluster_114	Cluster_115	Cluster_117	Cluster_118	Cluster_119	Cluster_121	Cluster_122	Cluster_123	Cluster_125	Cluster_128	Cluster_129	Cluster_130	Cluster_131	Cluster_133	Cluster_134	Cluster_135	Cluster_136	Cluster_137	Cluster_139	Cluster_140	Cluster_141	Cluster_142	Cluster_145	Cluster_148	Cluster_150	Cluster_151	Cluster_153	Cluster_154	Cluster_156	Cluster_157	Cluster_158	Cluster_159	Cluster_160	Cluster_161	Cluster_163	Cluster_164	Cluster_165	Cluster_167	Cluster_169	Cluster_170	Cluster_171	Cluster_172	Cluster_173	Cluster_174	Cluster_175	Cluster_176	Cluster_177	Cluster_178	Cluster_180	Cluster_182	Cluster_183	Cluster_185	Cluster_186	Cluster_188	Cluster_189	Cluster_191	Cluster_192	Cluster_195	Cluster_196	Cluster_199	Cluster_200	Cluster_201	Cluster_203	Cluster_204	Cluster_205	Cluster_206	Cluster_207	Cluster_208	Cluster_209	Cluster_211	Cluster_212	Cluster_220	Cluster_221	Cluster_223	Cluster_224	Cluster_225	Cluster_226	Cluster_228	Cluster_229	Cluster_230	Cluster_231	Cluster_233	Cluster_234	Cluster_235	Cluster_236	Cluster_237	Cluster_239	Cluster_240	Cluster_241	Cluster_242	Cluster_243	Cluster_244	Cluster_253	Cluster_256	Cluster_257	Cluster_259	Cluster_260	Cluster_261	Cluster_262	Cluster_265	Cluster_266	Cluster_269	Cluster_270	Cluster_271	Cluster_272	Cluster_275	Cluster_278	Cluster_280	Cluster_281	Cluster_282	Cluster_283	Cluster_284	Cluster_286	Cluster_287	Cluster_288	Cluster_290	Cluster_292	Cluster_293	Cluster_296	Cluster_297	Cluster_299	Cluster_302	Cluster_304	Cluster_306	Cluster_308	Cluster_311	Cluster_316	Cluster_317	Cluster_320	Cluster_323	Cluster_324	Cluster_325	Cluster_327	Cluster_328	Cluster_329	Cluster_331	Cluster_332	Cluster_333	Cluster_336	Cluster_337	Cluster_340	Cluster_346	Cluster_347	Cluster_349	Cluster_356	Cluster_358	Cluster_359	Cluster_363	Cluster_364	Cluster_367	Cluster_371	Cluster_372	Cluster_373	Cluster_375	Cluster_376	Cluster_378	Cluster_386	Cluster_390	Cluster_410	Cluster_411	Cluster_413	Cluster_415	Cluster_421	Cluster_422	Cluster_423	Cluster_432	Cluster_442	Cluster_444	Cluster_448	Cluster_460	Cluster_485	Cluster_488	Cluster_493	Cluster_504	Cluster_525	Cluster_553	Cluster_556	Cluster_559	Cluster_566	Cluster_598	Cluster_662	Cluster_766
s093	5303	3229	20	18	402	753	26	4	3	0	16	0	0	1	0	176	5	0	0	0	0	0	0	0	0	0	0	0	602	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s120	5543	3997	15	46	631	2	385	2	0	86	33	0	0	0	0	1	32	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	160	8	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	4	9	14	0	0	0	0	20	0	0	0	0	0	0	0	0	28	0	0	0	0	5	0	0	0	3	0	10	0	0	10	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s194	5619	3662	302	6	474	20	55	56	0	2	54	0	0	3	0	0	1	0	0	25	509	0	0	0	0	1	0	4	59	0	7	0	0	0	0	0	0	0	143	0	30	0	4	0	0	3	0	1	0	9	2	48	2	13	1	0	1	0	1	0	0	0	2	9	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	56	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s196	5689	3194	3	36	23	126	894	2	0	0	1	327	0	3	9	0	1	0	0	0	0	0	0	0	0	1	0	0	80	0	9	13	391	0	0	0	0	456	15	0	1	0	0	0	0	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
s044	5982	798	1272	1	626	135	1863	3	1	0	729	0	0	0	0	0	4	0	0	0	0	101	0	0	0	0	0	0	19	0	58	0	0	0	0	0	0	0	2	0	12	0	2	0	0	6	16	21	0	14	0	0	0	63	2	0	8	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	61	11	0	4	0	0	0	0	21	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	2	0	1	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
s029	6284	3358	1	3	910	1691	0	147	3	1	2	0	0	1	0	14	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	49	0	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	0
s148	6368	4058	322	60	194	563	12	556	0	16	49	0	0	0	0	1	1	0	0	0	0	0	0	0	0	74	0	260	0	0	1	0	0	0	8	0	0	0	0	0	18	0	0	0	0	1	0	5	0	5	1	0	1	0	4	17	0	1	4	0	0	0	20	20	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	1	1	0	0	8	1	0	0	0	0	0	2	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	14	0	0	0	0	4	0	0	0	0	0	0	1	0	6	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
s028	6522	2653	1	1	571	626	291	0	270	0	5	0	0	2	0	10	0	0	0	0	0	0	0	96	0	0	0	0	1921	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0
s025	6648	3854	2	9	625	845	912	0	0	1	0	0	0	0	0	46	0	0	0	0	0	0	0	7	0	0	0	0	233	0	4	1	0	0	3	0	0	0	0	0	21	0	0	0	0	1	11	0	0	0	0	0	0	0	7	0	0	1	0	1	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s077	7163	3984	1	5	438	1601	308	0	5	0	0	0	0	1	0	0	0	0	0	0	0	179	0	25	0	7	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	132	10	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s035	7234	3233	1	0	1049	1284	252	614	15	0	112	0	3	1	82	1	135	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	1	0	0	0	14	2	0	0	0	0	0	0	0	18	0	0	6	0	2	112	0	0	0	0	0	0	84	0	0	0	0	5	0	52	0	0	2	0	0	4	0	0	10	2	4	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	4	3	0	0	0	1	0	0	5	0	0	0	6	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	7	0	2	1	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s137	7551	4480	7	48	864	29	0	0	117	0	22	0	0	13	1840	1	33	0	0	1	0	0	0	11	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	25	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s159	7583	4252	2	10	908	48	1	5	12	11	1	0	0	1505	0	0	86	0	0	21	0	0	0	12	0	0	25	0	0	8	7	0	0	0	2	0	0	0	1	0	5	3	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	3	0	31	2	0	0	0	408	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	10	3	0	0	0	19	0	0	0	5	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	8	0	25	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s201	7814	5106	1	45	166	25	537	2	0	3	1	577	0	5	0	0	18	0	0	0	0	0	10	41	0	0	0	0	0	0	10	47	253	0	8	0	0	584	119	0	0	0	0	84	0	1	5	0	0	0	0	78	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	17	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
s072	7961	4368	74	1	394	2696	276	0	12	0	1	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	17	0	0	2	0	3	13	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s099	7987	3313	1	49	141	433	9	16	1	6	1	2704	0	0	0	0	0	0	0	0	1	197	621	0	0	0	0	0	39	64	14	263	2	0	0	0	2	1	23	0	3	0	1	0	0	0	0	0	6	0	0	2	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	3	1	0	0	7	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	1	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0
s024	8201	4550	1	0	713	1476	689	321	0	4	1	1	0	0	0	8	4	0	0	0	0	0	0	29	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	1	0	0	21	22	0	5	0	2	99	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	91	0	0	0	0	0	17	15	0	0	0	14	0	2	0	0	0	0	2	0	0	3	0	0	0	2	10	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0
s160	8285	3583	0	306	402	50	0	1	72	364	7	0	57	2105	0	0	10	0	0	3	0	67	0	40	0	11	0	0	0	0	9	0	0	0	0	0	0	0	2	0	69	63	0	0	0	2	0	0	0	0	5	0	0	1	0	0	0	2	18	0	0	0	0	0	635	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	21	0	0	5	3	1	0	0	1	0	0	6	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	3	0	0	8	2	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
s076	8289	5454	5	1838	295	320	116	0	0	0	13	0	0	0	0	1	3	0	0	0	51	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	2	0	0	0	2	0	0	25	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	104	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s163	8408	3622	2	33	1457	78	0	30	168	36	39	0	16	2293	0	0	34	0	0	0	0	0	0	3	0	0	0	4	0	0	0	16	0	0	0	0	0	0	18	0	63	2	0	0	6	10	0	0	55	0	0	0	0	34	0	0	0	20	63	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	11	0	0	0	32	74	4	0	0	8	6	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	13	0	0	5	20	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
